Date,Gender,Ranking,Player,Country,Age,Points,Tournaments
06-12-2010,men,43,Thiemo de Bakker,NED,22,975,23
06-12-2010,men,44,Julien Benneteau,FRA,28,965,21
06-12-2010,men,45,Jeremy Chardy,FRA,23,960,30
06-12-2010,men,46,Sergiy Stakhovsky,UKR,24,945,27
06-12-2010,men,47,Potito Starace,ITA,29,945,34
06-12-2010,men,48,Alexandr Dolgopolov,UKR,22,940,29
06-12-2010,men,49,Janko Tipsarevic,SRB,26,935,26
06-12-2010,men,50,Tommy Robredo,ESP,28,915,25
06-12-2010,men,51,Victor Hanescu,ROU,29,915,26
06-12-2010,men,52,Andreas Seppi,ITA,26,900,32
06-12-2010,men,53,Benjamin Becker,GER,29,877,32
06-12-2010,men,54,Lleyton Hewitt,AUS,29,870,23
06-12-2010,men,55,Fabio Fognini,ITA,23,855,33
06-12-2010,men,56,Daniel Gimeno-Traver,ESP,25,844,29
06-12-2010,men,57,Philipp Petzschner,GER,26,839,20
06-12-2010,men,58,Michael Berrer,GER,30,835,30
06-12-2010,men,59,Mikhail Kukushkin,KAZ,22,819,28
06-12-2010,men,60,Xavier Malisse,BEL,30,816,27
06-12-2010,men,61,Kevin Anderson,RSA,24,813,26
06-12-2010,men,62,Radek Stepanek,CZE,32,795,23
06-12-2010,men,63,Pablo Cuevas,URU,24,790,28
06-12-2010,men,64,Santiago Giraldo,COL,23,785,30
06-12-2010,men,65,Robin Haase,NED,23,778,24
06-12-2010,men,66,Carlos Berlocq,ARG,27,725,29
06-12-2010,men,67,Tobias Kamke,GER,24,724,28
06-12-2010,men,68,Fernando Gonzalez,CHI,30,720,19
06-12-2010,men,69,Florent Serra,FRA,29,715,32
06-12-2010,men,70,Lukasz Kubot,POL,28,695,25
06-12-2010,men,71,Pablo Andujar,ESP,24,683,26
06-12-2010,men,72,Pere Riba,ESP,22,672,32
06-12-2010,men,73,Ivo Karlovic,CRO,31,670,15
06-12-2010,men,74,Eduardo Schwank,ARG,24,655,25
06-12-2010,men,75,Dudi Sela,ISR,25,643,23
06-12-2010,men,76,Ricardo Mello,BRA,29,642,21
06-12-2010,men,77,Ruben Ramirez Hidalgo,ESP,32,638,28
06-12-2010,men,78,Arnaud Clement,FRA,32,627,34
06-12-2010,men,79,Igor Andreev,RUS,27,622,24
06-12-2010,men,80,Teymuraz Gabashvili,RUS,25,615,30
06-12-2010,men,81,Illya Marchenko,UKR,23,613,23
06-12-2010,men,82,Mischa Zverev,GER,23,611,30
06-12-2010,men,83,Adrian Mannarino,FRA,22,600,21
06-12-2010,men,84,Rainer Schuettler,GER,34,597,26
06-12-2010,men,85,Brian Dabul,ARG,26,594,23
06-12-2010,men,86,Michal Przysiezny,POL,26,590,27
06-12-2010,men,87,Ricardas Berankis,LTU,20,587,18
06-12-2010,men,88,Ivan Dodig,CRO,25,586,23
06-12-2010,men,89,Lukas Lacko,SVK,23,578,28
06-12-2010,men,90,Marsel Ilhan,TUR,23,574,19
06-12-2010,men,91,Filippo Volandri,ITA,29,574,27
06-12-2010,men,92,Dustin Brown,GER,25,573,35
06-12-2010,men,93,Rui Machado,POR,26,573,27
06-12-2010,men,94,Leonardo Mayer,ARG,23,572,21
06-12-2010,men,95,Jan Hajek,CZE,27,570,27
06-12-2010,men,96,Marcos Daniel,BRA,32,564,26
06-12-2010,men,97,Paul-Henri Mathieu,FRA,28,562,23
06-12-2010,men,98,Kei Nishikori,JPN,20,554,17
06-12-2010,men,99,Michael Russell,USA,32,552,31
06-12-2010,men,100,Igor Kunitsyn,RUS,29,551,31
13-12-2010,men,1,Rafael Nadal,ESP,24,"12,450",20
13-12-2010,men,2,Roger Federer,SUI,29,"9,145",21
13-12-2010,men,3,Novak Djokovic,SRB,23,"6,240",21
13-12-2010,men,4,Andy Murray,GBR,23,"5,760",19
13-12-2010,men,5,Robin Soderling,SWE,26,"5,580",24
13-12-2010,men,6,Tomas Berdych,CZE,25,"3,955",26
13-12-2010,men,7,David Ferrer,ESP,28,"3,735",24
13-12-2010,men,8,Andy Roddick,USA,28,"3,665",21
13-12-2010,men,9,Fernando Verdasco,ESP,27,"3,240",25
13-12-2010,men,10,Mikhail Youzhny,RUS,28,"2,920",24
13-12-2010,men,11,Jurgen Melzer,AUT,29,"2,785",27
13-12-2010,men,12,Gael Monfils,FRA,24,"2,560",24
13-12-2010,men,13,Jo-Wilfried Tsonga,FRA,25,"2,345",20
13-12-2010,men,14,Marin Cilic,CRO,22,"2,300",24
13-12-2010,men,15,Nicolas Almagro,ESP,25,"2,160",27
13-12-2010,men,16,Mardy Fish,USA,29,"1,991",20
13-12-2010,men,17,Ivan Ljubicic,CRO,31,"1,965",23
13-12-2010,men,18,Sam Querrey,USA,23,"1,860",27
13-12-2010,men,19,John Isner,USA,25,"1,850",24
13-12-2010,men,20,Marcos Baghdatis,CYP,25,"1,785",29
13-12-2010,men,21,Stan Wawrinka,SUI,25,"1,755",22
13-12-2010,men,22,Nikolay Davydenko,RUS,29,"1,655",25
13-12-2010,men,23,Michael Llodra,FRA,30,"1,575",26
13-12-2010,men,24,Ernests Gulbis,LAT,22,"1,505",22
13-12-2010,men,25,Albert Montanes,ESP,30,"1,495",29
13-12-2010,men,26,Juan Monaco,ARG,26,"1,480",22
13-12-2010,men,27,David Nalbandian,ARG,28,"1,480",18
13-12-2010,men,28,Viktor Troicki,SRB,24,"1,430",28
13-12-2010,men,29,Juan Carlos Ferrero,ESP,30,"1,415",23
13-12-2010,men,30,Richard Gasquet,FRA,24,"1,385",28
13-12-2010,men,31,Thomaz Bellucci,BRA,22,"1,355",27
13-12-2010,men,32,Feliciano Lopez,ESP,29,"1,300",25
13-12-2010,men,33,Guillermo Garcia-Lopez,ESP,27,"1,275",26
13-12-2010,men,34,Philipp Kohlschreiber,GER,27,"1,215",26
13-12-2010,men,35,Yen-Hsun Lu,TPE,27,"1,141",26
13-12-2010,men,36,Andrey Golubev,KAZ,23,"1,135",30
13-12-2010,men,37,Florian Mayer,GER,27,"1,128",26
13-12-2010,men,38,Juan Ignacio Chela,ARG,31,"1,070",27
13-12-2010,men,39,Jarkko Nieminen,FIN,29,"1,062",32
13-12-2010,men,40,Denis Istomin,UZB,24,"1,031",30
13-12-2010,men,41,Gilles Simon,FRA,25,"1,005",24
13-12-2010,men,42,Marcel Granollers,ESP,24,993,31
13-12-2010,men,43,Thiemo de Bakker,NED,22,975,23
13-12-2010,men,44,Julien Benneteau,FRA,28,965,21
13-12-2010,men,45,Jeremy Chardy,FRA,23,960,30
13-12-2010,men,46,Sergiy Stakhovsky,UKR,24,945,27
13-12-2010,men,47,Potito Starace,ITA,29,945,34
13-12-2010,men,48,Alexandr Dolgopolov,UKR,22,940,29
13-12-2010,men,49,Janko Tipsarevic,SRB,26,935,26
13-12-2010,men,50,Tommy Robredo,ESP,28,915,25
13-12-2010,men,51,Victor Hanescu,ROU,29,915,26
13-12-2010,men,52,Andreas Seppi,ITA,26,900,32
13-12-2010,men,53,Benjamin Becker,GER,29,877,32
13-12-2010,men,54,Lleyton Hewitt,AUS,29,870,23
13-12-2010,men,55,Fabio Fognini,ITA,23,855,33
13-12-2010,men,56,Daniel Gimeno-Traver,ESP,25,844,29
13-12-2010,men,57,Philipp Petzschner,GER,26,839,20
13-12-2010,men,58,Michael Berrer,GER,30,835,30
13-12-2010,men,59,Mikhail Kukushkin,KAZ,22,819,28
13-12-2010,men,60,Xavier Malisse,BEL,30,816,27
13-12-2010,men,61,Kevin Anderson,RSA,24,813,26
13-12-2010,men,62,Radek Stepanek,CZE,32,795,23
13-12-2010,men,63,Pablo Cuevas,URU,24,790,28
13-12-2010,men,64,Santiago Giraldo,COL,23,785,30
13-12-2010,men,65,Robin Haase,NED,23,778,24
13-12-2010,men,66,Carlos Berlocq,ARG,27,725,29
13-12-2010,men,67,Tobias Kamke,GER,24,724,28
13-12-2010,men,68,Fernando Gonzalez,CHI,30,720,19
13-12-2010,men,69,Florent Serra,FRA,29,715,32
13-12-2010,men,70,Lukasz Kubot,POL,28,695,25
13-12-2010,men,71,Pablo Andujar,ESP,24,683,26
13-12-2010,men,72,Pere Riba,ESP,22,672,32
13-12-2010,men,73,Ivo Karlovic,CRO,31,670,15
13-12-2010,men,74,Eduardo Schwank,ARG,24,655,25
13-12-2010,men,75,Dudi Sela,ISR,25,643,23
13-12-2010,men,76,Ricardo Mello,BRA,29,642,21
13-12-2010,men,77,Ruben Ramirez Hidalgo,ESP,32,638,28
13-12-2010,men,78,Arnaud Clement,FRA,32,627,34
13-12-2010,men,79,Igor Andreev,RUS,27,622,24
13-12-2010,men,80,Teymuraz Gabashvili,RUS,25,615,30
13-12-2010,men,81,Illya Marchenko,UKR,23,613,23
13-12-2010,men,82,Mischa Zverev,GER,23,611,30
13-12-2010,men,83,Adrian Mannarino,FRA,22,600,21
13-12-2010,men,84,Rainer Schuettler,GER,34,597,26
13-12-2010,men,85,Brian Dabul,ARG,26,594,23
13-12-2010,men,86,Michal Przysiezny,POL,26,590,27
13-12-2010,men,87,Ricardas Berankis,LTU,20,587,18
13-12-2010,men,88,Ivan Dodig,CRO,25,586,23
13-12-2010,men,89,Lukas Lacko,SVK,23,578,28
13-12-2010,men,90,Marsel Ilhan,TUR,23,574,19
13-12-2010,men,91,Filippo Volandri,ITA,29,574,27
13-12-2010,men,92,Dustin Brown,GER,26,573,35
13-12-2010,men,93,Rui Machado,POR,26,573,27
13-12-2010,men,94,Leonardo Mayer,ARG,23,572,21
13-12-2010,men,95,Jan Hajek,CZE,27,570,27
13-12-2010,men,96,Marcos Daniel,BRA,32,564,26
13-12-2010,men,97,Paul-Henri Mathieu,FRA,28,562,23
13-12-2010,men,98,Kei Nishikori,JPN,20,554,17
13-12-2010,men,99,Michael Russell,USA,32,552,31
13-12-2010,men,100,Igor Kunitsyn,RUS,29,551,31
20-12-2010,men,1,Rafael Nadal,ESP,24,"12,450",20
20-12-2010,men,2,Roger Federer,SUI,29,"9,145",21
20-12-2010,men,3,Novak Djokovic,SRB,23,"6,240",21
20-12-2010,men,4,Andy Murray,GBR,23,"5,760",19
20-12-2010,men,5,Robin Soderling,SWE,26,"5,580",24
20-12-2010,men,6,Tomas Berdych,CZE,25,"3,955",26
20-12-2010,men,7,David Ferrer,ESP,28,"3,735",24
20-12-2010,men,8,Andy Roddick,USA,28,"3,665",21
20-12-2010,men,9,Fernando Verdasco,ESP,27,"3,240",25
20-12-2010,men,10,Mikhail Youzhny,RUS,28,"2,920",24
20-12-2010,men,11,Jurgen Melzer,AUT,29,"2,785",27
20-12-2010,men,12,Gael Monfils,FRA,24,"2,560",24
20-12-2010,men,13,Jo-Wilfried Tsonga,FRA,25,"2,345",20
20-12-2010,men,14,Marin Cilic,CRO,22,"2,300",24
20-12-2010,men,15,Nicolas Almagro,ESP,25,"2,160",27
20-12-2010,men,16,Mardy Fish,USA,29,"1,991",20
20-12-2010,men,17,Ivan Ljubicic,CRO,31,"1,965",23
20-12-2010,men,18,Sam Querrey,USA,23,"1,860",27
20-12-2010,men,19,John Isner,USA,25,"1,850",24
20-12-2010,men,20,Marcos Baghdatis,CYP,25,"1,785",29
20-12-2010,men,21,Stan Wawrinka,SUI,25,"1,755",22
20-12-2010,men,22,Nikolay Davydenko,RUS,29,"1,655",25
20-12-2010,men,23,Michael Llodra,FRA,30,"1,575",26
20-12-2010,men,24,Ernests Gulbis,LAT,22,"1,505",22
20-12-2010,men,25,Albert Montanes,ESP,30,"1,495",29
20-12-2010,men,26,Juan Monaco,ARG,26,"1,480",22
20-12-2010,men,27,David Nalbandian,ARG,28,"1,480",18
20-12-2010,men,28,Viktor Troicki,SRB,24,"1,430",28
20-12-2010,men,29,Juan Carlos Ferrero,ESP,30,"1,415",23
20-12-2010,men,30,Richard Gasquet,FRA,24,"1,385",28
20-12-2010,men,31,Thomaz Bellucci,BRA,22,"1,355",27
20-12-2010,men,32,Feliciano Lopez,ESP,29,"1,300",25
20-12-2010,men,33,Guillermo Garcia-Lopez,ESP,27,"1,275",26
20-12-2010,men,34,Philipp Kohlschreiber,GER,27,"1,215",26
20-12-2010,men,35,Yen-Hsun Lu,TPE,27,"1,141",26
20-12-2010,men,36,Andrey Golubev,KAZ,23,"1,135",30
20-12-2010,men,37,Florian Mayer,GER,27,"1,128",26
20-12-2010,men,38,Juan Ignacio Chela,ARG,31,"1,070",27
20-12-2010,men,39,Jarkko Nieminen,FIN,29,"1,062",32
20-12-2010,men,40,Denis Istomin,UZB,24,"1,031",30
20-12-2010,men,41,Gilles Simon,FRA,25,"1,005",24
20-12-2010,men,42,Marcel Granollers,ESP,24,993,31
20-12-2010,men,43,Thiemo de Bakker,NED,22,975,23
20-12-2010,men,44,Julien Benneteau,FRA,28,965,21
20-12-2010,men,45,Jeremy Chardy,FRA,23,960,30
20-12-2010,men,46,Sergiy Stakhovsky,UKR,24,945,27
20-12-2010,men,47,Potito Starace,ITA,29,945,34
20-12-2010,men,48,Alexandr Dolgopolov,UKR,22,940,29
20-12-2010,men,49,Janko Tipsarevic,SRB,26,935,26
20-12-2010,men,50,Tommy Robredo,ESP,28,915,25
20-12-2010,men,51,Victor Hanescu,ROU,29,915,26
20-12-2010,men,52,Andreas Seppi,ITA,26,900,32
20-12-2010,men,53,Benjamin Becker,GER,29,877,32
20-12-2010,men,54,Lleyton Hewitt,AUS,29,870,23
20-12-2010,men,55,Fabio Fognini,ITA,23,855,33
20-12-2010,men,56,Daniel Gimeno-Traver,ESP,25,844,29
20-12-2010,men,57,Philipp Petzschner,GER,26,839,20
20-12-2010,men,58,Michael Berrer,GER,30,835,30
20-12-2010,men,59,Mikhail Kukushkin,KAZ,22,819,28
20-12-2010,men,60,Xavier Malisse,BEL,30,816,27
20-12-2010,men,61,Kevin Anderson,RSA,24,813,26
20-12-2010,men,62,Radek Stepanek,CZE,32,795,23
20-12-2010,men,63,Pablo Cuevas,URU,24,790,28
20-12-2010,men,64,Santiago Giraldo,COL,23,785,30
20-12-2010,men,65,Robin Haase,NED,23,778,24
20-12-2010,men,66,Carlos Berlocq,ARG,27,725,29
20-12-2010,men,67,Tobias Kamke,GER,24,724,28
20-12-2010,men,68,Fernando Gonzalez,CHI,30,720,19
20-12-2010,men,69,Florent Serra,FRA,29,715,32
20-12-2010,men,70,Lukasz Kubot,POL,28,695,25
20-12-2010,men,71,Pablo Andujar,ESP,24,683,26
20-12-2010,men,72,Pere Riba,ESP,22,672,32
20-12-2010,men,73,Ivo Karlovic,CRO,31,670,15
20-12-2010,men,74,Eduardo Schwank,ARG,24,655,25
20-12-2010,men,75,Dudi Sela,ISR,25,643,23
20-12-2010,men,76,Ricardo Mello,BRA,29,642,21
20-12-2010,men,77,Ruben Ramirez Hidalgo,ESP,32,638,28
20-12-2010,men,78,Arnaud Clement,FRA,33,627,34
20-12-2010,men,79,Igor Andreev,RUS,27,622,24
20-12-2010,men,80,Teymuraz Gabashvili,RUS,25,615,30
20-12-2010,men,81,Illya Marchenko,UKR,23,613,23
20-12-2010,men,82,Mischa Zverev,GER,23,611,30
20-12-2010,men,83,Adrian Mannarino,FRA,22,600,21
20-12-2010,men,84,Rainer Schuettler,GER,34,597,26
20-12-2010,men,85,Brian Dabul,ARG,26,594,23
20-12-2010,men,86,Michal Przysiezny,POL,26,590,27
20-12-2010,men,87,Ricardas Berankis,LTU,20,587,18
20-12-2010,men,88,Ivan Dodig,CRO,25,586,23
20-12-2010,men,89,Lukas Lacko,SVK,23,578,28
20-12-2010,men,90,Marsel Ilhan,TUR,23,574,19
20-12-2010,men,91,Filippo Volandri,ITA,29,574,27
20-12-2010,men,92,Dustin Brown,GER,26,573,35
20-12-2010,men,93,Rui Machado,POR,26,573,27
20-12-2010,men,94,Leonardo Mayer,ARG,23,572,21
20-12-2010,men,95,Jan Hajek,CZE,27,570,27
20-12-2010,men,96,Marcos Daniel,BRA,32,564,26
20-12-2010,men,97,Paul-Henri Mathieu,FRA,28,562,23
20-12-2010,men,98,Kei Nishikori,JPN,20,554,17
20-12-2010,men,99,Michael Russell,USA,32,552,31
20-12-2010,men,100,Igor Kunitsyn,RUS,29,551,31
27-12-2010,men,1,Rafael Nadal,ESP,24,"12,450",20
27-12-2010,men,2,Roger Federer,SUI,29,"9,145",21
27-12-2010,men,3,Novak Djokovic,SRB,23,"6,240",21
27-12-2010,men,4,Andy Murray,GBR,23,"5,760",19
27-12-2010,men,5,Robin Soderling,SWE,26,"5,580",24
27-12-2010,men,6,Tomas Berdych,CZE,25,"3,955",26
27-12-2010,men,7,David Ferrer,ESP,28,"3,735",24
27-12-2010,men,8,Andy Roddick,USA,28,"3,665",21
27-12-2010,men,9,Fernando Verdasco,ESP,27,"3,240",25
27-12-2010,men,10,Mikhail Youzhny,RUS,28,"2,920",24
27-12-2010,men,11,Jurgen Melzer,AUT,29,"2,785",27
27-12-2010,men,12,Gael Monfils,FRA,24,"2,560",24
27-12-2010,men,13,Jo-Wilfried Tsonga,FRA,25,"2,345",20
27-12-2010,men,14,Marin Cilic,CRO,22,"2,300",24
27-12-2010,men,15,Nicolas Almagro,ESP,25,"2,160",27
27-12-2010,men,16,Mardy Fish,USA,29,"1,991",20
27-12-2010,men,17,Ivan Ljubicic,CRO,31,"1,965",23
27-12-2010,men,18,Sam Querrey,USA,23,"1,860",27
27-12-2010,men,19,John Isner,USA,25,"1,850",24
27-12-2010,men,20,Marcos Baghdatis,CYP,25,"1,785",29
27-12-2010,men,21,Stan Wawrinka,SUI,25,"1,755",22
27-12-2010,men,22,Nikolay Davydenko,RUS,29,"1,655",25
27-12-2010,men,23,Michael Llodra,FRA,30,"1,575",26
27-12-2010,men,24,Ernests Gulbis,LAT,22,"1,505",22
27-12-2010,men,25,Albert Montanes,ESP,30,"1,495",29
27-12-2010,men,26,Juan Monaco,ARG,26,"1,480",22
27-12-2010,men,27,David Nalbandian,ARG,28,"1,480",18
27-12-2010,men,28,Viktor Troicki,SRB,24,"1,430",28
27-12-2010,men,29,Juan Carlos Ferrero,ESP,30,"1,415",23
27-12-2010,men,30,Richard Gasquet,FRA,24,"1,385",28
27-12-2010,men,31,Thomaz Bellucci,BRA,22,"1,355",27
27-12-2010,men,32,Feliciano Lopez,ESP,29,"1,300",25
27-12-2010,men,33,Guillermo Garcia-Lopez,ESP,27,"1,275",26
27-12-2010,men,34,Philipp Kohlschreiber,GER,27,"1,215",26
27-12-2010,men,35,Yen-Hsun Lu,TPE,27,"1,141",26
27-12-2010,men,36,Andrey Golubev,KAZ,23,"1,135",30
27-12-2010,men,37,Florian Mayer,GER,27,"1,128",26
27-12-2010,men,38,Juan Ignacio Chela,ARG,31,"1,070",27
27-12-2010,men,39,Jarkko Nieminen,FIN,29,"1,062",32
27-12-2010,men,40,Denis Istomin,UZB,24,"1,031",30
27-12-2010,men,41,Gilles Simon,FRA,25,"1,005",24
27-12-2010,men,42,Marcel Granollers,ESP,24,993,31
27-12-2010,men,43,Thiemo de Bakker,NED,22,975,23
27-12-2010,men,44,Julien Benneteau,FRA,29,965,21
27-12-2010,men,45,Jeremy Chardy,FRA,23,960,30
27-12-2010,men,46,Sergiy Stakhovsky,UKR,24,945,27
27-12-2010,men,47,Potito Starace,ITA,29,945,34
27-12-2010,men,48,Alexandr Dolgopolov,UKR,22,940,29
27-12-2010,men,49,Janko Tipsarevic,SRB,26,935,26
27-12-2010,men,50,Tommy Robredo,ESP,28,915,25
27-12-2010,men,51,Victor Hanescu,ROU,29,915,26
27-12-2010,men,52,Andreas Seppi,ITA,26,900,32
27-12-2010,men,53,Benjamin Becker,GER,29,877,32
27-12-2010,men,54,Lleyton Hewitt,AUS,29,870,23
27-12-2010,men,55,Fabio Fognini,ITA,23,855,33
27-12-2010,men,56,Daniel Gimeno-Traver,ESP,25,844,29
27-12-2010,men,57,Philipp Petzschner,GER,26,839,20
27-12-2010,men,58,Michael Berrer,GER,30,835,30
27-12-2010,men,59,Mikhail Kukushkin,KAZ,23,819,28
27-12-2010,men,60,Xavier Malisse,BEL,30,816,27
27-12-2010,men,61,Kevin Anderson,RSA,24,813,26
27-12-2010,men,62,Radek Stepanek,CZE,32,795,23
27-12-2010,men,63,Pablo Cuevas,URU,24,790,28
27-12-2010,men,64,Santiago Giraldo,COL,23,785,30
27-12-2010,men,65,Robin Haase,NED,23,778,24
27-12-2010,men,66,Carlos Berlocq,ARG,27,725,29
27-12-2010,men,67,Tobias Kamke,GER,24,724,28
27-12-2010,men,68,Fernando Gonzalez,CHI,30,720,19
27-12-2010,men,69,Florent Serra,FRA,29,715,32
27-12-2010,men,70,Lukasz Kubot,POL,28,695,25
27-12-2010,men,71,Pablo Andujar,ESP,24,683,26
27-12-2010,men,72,Pere Riba,ESP,22,672,32
27-12-2010,men,73,Ivo Karlovic,CRO,31,670,15
27-12-2010,men,74,Eduardo Schwank,ARG,24,655,25
27-12-2010,men,75,Dudi Sela,ISR,25,643,23
27-12-2010,men,76,Ricardo Mello,BRA,30,642,21
27-12-2010,men,77,Ruben Ramirez Hidalgo,ESP,32,638,28
27-12-2010,men,78,Arnaud Clement,FRA,33,627,34
27-12-2010,men,79,Igor Andreev,RUS,27,622,24
27-12-2010,men,80,Teymuraz Gabashvili,RUS,25,615,30
27-12-2010,men,81,Illya Marchenko,UKR,23,613,23
27-12-2010,men,82,Mischa Zverev,GER,23,611,30
27-12-2010,men,83,Adrian Mannarino,FRA,22,600,21
27-12-2010,men,84,Rainer Schuettler,GER,34,597,26
27-12-2010,men,85,Brian Dabul,ARG,26,594,23
27-12-2010,men,86,Michal Przysiezny,POL,26,590,27
27-12-2010,men,87,Ricardas Berankis,LTU,20,587,18
27-12-2010,men,88,Ivan Dodig,CRO,25,586,23
27-12-2010,men,89,Lukas Lacko,SVK,23,578,28
27-12-2010,men,90,Marsel Ilhan,TUR,23,574,19
27-12-2010,men,91,Filippo Volandri,ITA,29,574,27
27-12-2010,men,92,Dustin Brown,GER,26,573,35
27-12-2010,men,93,Rui Machado,POR,26,573,27
27-12-2010,men,94,Leonardo Mayer,ARG,23,572,21
27-12-2010,men,95,Jan Hajek,CZE,27,570,27
27-12-2010,men,96,Marcos Daniel,BRA,32,564,26
27-12-2010,men,97,Paul-Henri Mathieu,FRA,28,562,23
27-12-2010,men,98,Kei Nishikori,JPN,20,554,17
27-12-2010,men,99,Michael Russell,USA,32,552,31
27-12-2010,men,100,Igor Kunitsyn,RUS,29,551,31
05-12-2011,men,1,Novak Djokovic,SRB,24,"13,630",19
05-12-2011,men,2,Rafael Nadal,ESP,25,"9,595",20
05-12-2011,men,3,Roger Federer,SUI,30,"8,170",19
05-12-2011,men,4,Andy Murray,GBR,24,"7,380",19
05-12-2011,men,5,David Ferrer,ESP,29,"4,925",23
05-12-2011,men,6,Jo-Wilfried Tsonga,FRA,26,"4,335",25
05-12-2011,men,7,Tomas Berdych,CZE,26,"3,700",24
05-12-2011,men,8,Mardy Fish,USA,29,"2,965",24
05-12-2011,men,9,Janko Tipsarevic,SRB,27,"2,595",28
05-12-2011,men,10,Nicolas Almagro,ESP,26,"2,380",27
05-12-2011,men,11,Juan Martin del Potro,ARG,23,"2,315",22
05-12-2011,men,12,Gilles Simon,FRA,26,"2,165",28
05-12-2011,men,13,Robin Soderling,SWE,27,"2,120",22
05-12-2011,men,14,Andy Roddick,USA,29,"1,940",20
05-12-2011,men,15,Alexandr Dolgopolov,UKR,23,"1,925",30
05-12-2011,men,16,Gael Monfils,FRA,25,"1,910",23
05-12-2011,men,17,Stan Wawrinka,SUI,26,"1,820",23
05-12-2011,men,18,John Isner,USA,26,"1,800",25
05-12-2011,men,19,Richard Gasquet,FRA,25,"1,765",21
05-12-2011,men,20,Feliciano Lopez,ESP,30,"1,755",28
05-12-2011,men,21,Marin Cilic,CRO,23,"1,665",25
05-12-2011,men,22,Viktor Troicki,SRB,25,"1,655",26
05-12-2011,men,23,Florian Mayer,GER,28,"1,630",27
05-12-2011,men,24,Fernando Verdasco,ESP,28,"1,550",25
05-12-2011,men,25,Kei Nishikori,JPN,21,"1,430",25
05-12-2011,men,26,Juan Monaco,ARG,27,"1,335",26
05-12-2011,men,27,Marcel Granollers,ESP,25,"1,335",25
05-12-2011,men,28,Radek Stepanek,CZE,33,"1,275",27
05-12-2011,men,29,Juan Ignacio Chela,ARG,32,"1,270",28
05-12-2011,men,30,Ivan Ljubicic,CRO,32,"1,270",22
05-12-2011,men,31,Milos Raonic,CAN,20,"1,255",24
05-12-2011,men,32,Kevin Anderson,RSA,25,"1,235",29
05-12-2011,men,33,Jurgen Melzer,AUT,30,"1,170",24
05-12-2011,men,34,Alex Bogomolov Jr.,RUS,28,"1,135",30
05-12-2011,men,35,Mikhail Youzhny,RUS,29,"1,105",26
05-12-2011,men,36,Ivan Dodig,CRO,26,"1,065",26
05-12-2011,men,37,Thomaz Bellucci,BRA,23,"1,060",26
05-12-2011,men,38,Andreas Seppi,ITA,27,"1,015",28
05-12-2011,men,39,Donald Young,USA,22,"1,004",24
05-12-2011,men,40,Dmitry Tursunov,RUS,28,988,25
05-12-2011,men,41,Nikolay Davydenko,RUS,30,980,27
05-12-2011,men,42,Bernard Tomic,AUS,19,970,21
05-12-2011,men,43,Philipp Kohlschreiber,GER,28,960,27
05-12-2011,men,44,Marcos Baghdatis,CYP,26,940,27
05-12-2011,men,45,Robin Haase,NED,24,926,25
05-12-2011,men,46,Pablo Andujar,ESP,25,920,31
05-12-2011,men,47,Michael Llodra,FRA,31,915,23
05-12-2011,men,48,Fabio Fognini,ITA,24,915,32
05-12-2011,men,49,Xavier Malisse,BEL,31,910,27
05-12-2011,men,50,Juan Carlos Ferrero,ESP,31,910,18
05-12-2011,men,51,Tommy Robredo,ESP,29,905,23
05-12-2011,men,52,Julien Benneteau,FRA,29,900,27
05-12-2011,men,53,Albert Montanes,ESP,31,895,26
05-12-2011,men,54,Gilles Muller,LUX,28,893,22
05-12-2011,men,55,Santiago Giraldo,COL,24,890,26
05-12-2011,men,56,Ivo Karlovic,CRO,32,867,23
05-12-2011,men,57,Lukasz Kubot,POL,29,828,23
05-12-2011,men,58,Potito Starace,ITA,30,825,28
05-12-2011,men,59,James Blake,USA,31,819,21
05-12-2011,men,60,Carlos Berlocq,ARG,28,801,32
05-12-2011,men,61,Ernests Gulbis,LAT,23,785,25
05-12-2011,men,62,Sergiy Stakhovsky,UKR,25,780,29
05-12-2011,men,63,Philipp Petzschner,GER,27,780,27
05-12-2011,men,64,David Nalbandian,ARG,29,760,21
05-12-2011,men,65,Guillermo Garcia-Lopez,ESP,28,755,30
05-12-2011,men,66,Albert Ramos-Vinolas,ESP,23,709,30
05-12-2011,men,67,Olivier Rochus,BEL,30,704,23
05-12-2011,men,68,Rui Machado,POR,27,698,30
05-12-2011,men,69,Filippo Volandri,ITA,30,696,31
05-12-2011,men,70,Lukas Rosol,CZE,26,693,29
05-12-2011,men,71,Igor Kunitsyn,RUS,30,692,25
05-12-2011,men,72,Ryan Sweeting,USA,24,690,24
05-12-2011,men,73,Denis Istomin,UZB,25,685,28
05-12-2011,men,74,Alejandro Falla,COL,28,671,26
05-12-2011,men,75,Flavio Cipolla,ITA,28,669,29
05-12-2011,men,76,Grigor Dimitrov,BUL,20,666,28
05-12-2011,men,77,Jarkko Nieminen,FIN,30,666,27
05-12-2011,men,78,Leonardo Mayer,ARG,24,659,25
05-12-2011,men,79,Ryan Harrison,USA,19,658,24
05-12-2011,men,80,Nicolas Mahut,FRA,29,653,25
05-12-2011,men,81,Cedrik-Marcel Stebe,GER,21,652,24
05-12-2011,men,82,Yen-Hsun Lu,TPE,28,651,28
05-12-2011,men,83,Dudi Sela,ISR,26,640,24
05-12-2011,men,84,Somdev Devvarman,IND,26,631,27
05-12-2011,men,85,Ricardo Mello,BRA,30,630,24
