Date,Gender,Ranking,Player,Country,Age,Points,Tournaments
26-12-2011,men,69,Filippo Volandri,ITA,30,696,31
26-12-2011,men,70,Lukas Rosol,CZE,26,693,29
26-12-2011,men,71,Igor Kunitsyn,RUS,30,692,25
26-12-2011,men,72,Ryan Sweeting,USA,24,690,24
26-12-2011,men,73,Denis Istomin,UZB,25,685,28
26-12-2011,men,74,Alejandro Falla,COL,28,671,26
26-12-2011,men,75,Flavio Cipolla,ITA,28,669,29
26-12-2011,men,76,Grigor Dimitrov,BUL,20,666,28
26-12-2011,men,77,Jarkko Nieminen,FIN,30,666,27
26-12-2011,men,78,Leonardo Mayer,ARG,24,659,25
26-12-2011,men,79,Ryan Harrison,USA,19,658,24
26-12-2011,men,80,Nicolas Mahut,FRA,29,653,25
26-12-2011,men,81,Cedrik-Marcel Stebe,GER,21,652,24
26-12-2011,men,82,Yen-Hsun Lu,TPE,28,651,28
26-12-2011,men,83,Dudi Sela,ISR,26,640,24
26-12-2011,men,84,Somdev Devvarman,IND,26,631,27
26-12-2011,men,85,Ricardo Mello,BRA,31,630,24
26-12-2011,men,86,Matthew Ebden,AUS,24,627,24
26-12-2011,men,87,Adrian Mannarino,FRA,23,623,30
26-12-2011,men,88,Steve Darcis,BEL,27,622,24
26-12-2011,men,89,Pere Riba,ESP,23,612,33
26-12-2011,men,90,Victor Hanescu,ROU,30,600,26
26-12-2011,men,91,Mikhail Kukushkin,KAZ,24,598,28
26-12-2011,men,92,Blaz Kavcic,SLO,24,590,25
26-12-2011,men,93,Sam Querrey,USA,24,589,24
26-12-2011,men,94,Matthias Bachinger,GER,24,587,27
26-12-2011,men,95,Benoit Paire,FRA,22,586,35
26-12-2011,men,96,Tobias Kamke,GER,25,582,33
26-12-2011,men,97,Eric Prodon,FRA,30,581,29
26-12-2011,men,98,Andreas Beck,GER,25,580,30
26-12-2011,men,99,Michael Russell,USA,33,577,29
26-12-2011,men,100,Michael Berrer,GER,31,567,26
03-12-2012,men,1,Novak Djokovic,SRB,25,"12,920",18
03-12-2012,men,2,Roger Federer,SUI,31,"10,265",21
03-12-2012,men,3,Andy Murray,GBR,25,"8,000",20
03-12-2012,men,4,Rafael Nadal,ESP,26,"6,690",18
03-12-2012,men,5,David Ferrer,ESP,30,"6,505",25
03-12-2012,men,6,Tomas Berdych,CZE,27,"4,680",24
03-12-2012,men,7,Juan Martin del Potro,ARG,24,"4,480",23
03-12-2012,men,8,Jo-Wilfried Tsonga,FRA,27,"3,490",26
03-12-2012,men,9,Janko Tipsarevic,SRB,28,"2,990",28
03-12-2012,men,10,Richard Gasquet,FRA,26,"2,515",23
03-12-2012,men,11,Nicolas Almagro,ESP,27,"2,515",27
03-12-2012,men,12,Juan Monaco,ARG,28,"2,430",24
03-12-2012,men,13,Milos Raonic,CAN,21,"2,380",24
03-12-2012,men,14,John Isner,USA,27,"2,215",26
03-12-2012,men,15,Marin Cilic,CRO,24,"2,210",23
03-12-2012,men,16,Gilles Simon,FRA,27,"2,165",27
03-12-2012,men,17,Stan Wawrinka,SUI,27,"1,900",22
03-12-2012,men,18,Alexandr Dolgopolov,UKR,24,"1,855",26
03-12-2012,men,19,Kei Nishikori,JPN,22,"1,830",23
03-12-2012,men,20,Philipp Kohlschreiber,GER,29,"1,770",27
03-12-2012,men,21,Tommy Haas,GER,34,"1,695",21
03-12-2012,men,22,Sam Querrey,USA,25,"1,650",28
03-12-2012,men,23,Andreas Seppi,ITA,28,"1,560",31
03-12-2012,men,24,Fernando Verdasco,ESP,29,"1,490",25
03-12-2012,men,25,Mikhail Youzhny,RUS,30,"1,335",25
03-12-2012,men,26,Jerzy Janowicz,POL,22,"1,299",22
03-12-2012,men,27,Mardy Fish,USA,30,"1,255",20
03-12-2012,men,28,Florian Mayer,GER,29,"1,215",28
03-12-2012,men,29,Jurgen Melzer,AUT,31,"1,177",25
03-12-2012,men,30,Martin Klizan,SVK,23,"1,175",24
03-12-2012,men,31,Radek Stepanek,CZE,34,"1,135",23
03-12-2012,men,32,Jeremy Chardy,FRA,25,"1,131",23
03-12-2012,men,33,Thomaz Bellucci,BRA,24,"1,112",26
03-12-2012,men,34,Marcel Granollers,ESP,26,"1,100",26
03-12-2012,men,35,Julien Benneteau,FRA,30,"1,075",26
03-12-2012,men,36,Marcos Baghdatis,CYP,27,"1,070",25
03-12-2012,men,37,Kevin Anderson,RSA,26,"1,065",27
03-12-2012,men,38,Viktor Troicki,SRB,26,"1,055",29
03-12-2012,men,39,Andy Roddick,USA,30,"1,015",24
03-12-2012,men,40,Feliciano Lopez,ESP,31,"1,005",29
03-12-2012,men,41,Jarkko Nieminen,FIN,31,927,29
03-12-2012,men,42,Pablo Andujar,ESP,26,915,30
03-12-2012,men,43,Denis Istomin,UZB,26,897,33
03-12-2012,men,44,Nikolay Davydenko,RUS,31,885,25
03-12-2012,men,45,Fabio Fognini,ITA,25,880,28
03-12-2012,men,46,David Goffin,BEL,21,868,25
03-12-2012,men,47,Benoit Paire,FRA,23,867,29
03-12-2012,men,48,Grigor Dimitrov,BUL,21,866,21
03-12-2012,men,49,Marinko Matosevic,AUS,27,845,28
03-12-2012,men,50,Albert Ramos-Vinolas,ESP,24,830,30
03-12-2012,men,51,Lukas Lacko,SVK,25,827,25
03-12-2012,men,52,Bernard Tomic,AUS,20,825,27
03-12-2012,men,53,Michael Llodra,FRA,32,823,18
03-12-2012,men,54,Alejandro Falla,COL,29,809,29
03-12-2012,men,55,Grega Zemlja,SLO,26,782,24
03-12-2012,men,56,Robin Haase,NED,25,780,29
03-12-2012,men,57,Santiago Giraldo,COL,25,778,23
03-12-2012,men,58,Paul-Henri Mathieu,FRA,30,763,24
03-12-2012,men,59,Yen-Hsun Lu,TPE,29,759,28
03-12-2012,men,60,Go Soeda,JPN,28,758,28
03-12-2012,men,61,Brian Baker,USA,27,756,23
03-12-2012,men,62,Victor Hanescu,ROU,31,753,26
03-12-2012,men,63,Xavier Malisse,BEL,32,746,27
03-12-2012,men,64,Paolo Lorenzi,ITA,30,744,31
03-12-2012,men,65,Benjamin Becker,GER,31,741,27
03-12-2012,men,66,Carlos Berlocq,ARG,29,720,32
03-12-2012,men,67,Gilles Muller,LUX,29,719,29
03-12-2012,men,68,Igor Sijsling,NED,25,712,23
03-12-2012,men,69,Ryan Harrison,USA,20,710,23
03-12-2012,men,70,Daniel Gimeno-Traver,ESP,27,704,29
03-12-2012,men,71,Leonardo Mayer,ARG,25,702,23
03-12-2012,men,72,Ivan Dodig,CRO,27,695,28
03-12-2012,men,73,Lukas Rosol,CZE,27,679,31
03-12-2012,men,74,Lukasz Kubot,POL,30,675,27
03-12-2012,men,75,Bjorn Phau,GER,33,668,25
03-12-2012,men,76,Guillermo Garcia-Lopez,ESP,29,667,29
03-12-2012,men,77,Gael Monfils,FRA,26,660,22
03-12-2012,men,78,Andrey Kuznetsov,RUS,21,660,23
03-12-2012,men,79,Tatsuma Ito,JPN,24,655,29
03-12-2012,men,80,Roberto Bautista Agut,ESP,24,648,25
03-12-2012,men,81,Evgeny Donskoy,RUS,22,637,27
03-12-2012,men,82,David Nalbandian,ARG,30,635,18
03-12-2012,men,83,Lleyton Hewitt,AUS,31,625,13
03-12-2012,men,84,Simone Bolelli,ITA,27,623,28
03-12-2012,men,85,Horacio Zeballos,ARG,27,615,27
03-12-2012,men,86,Aljaz Bedene,SLO,23,583,22
03-12-2012,men,87,Michael Russell,USA,34,582,29
03-12-2012,men,88,Filippo Volandri,ITA,31,582,33
03-12-2012,men,89,Jurgen Zopp,EST,24,579,22
03-12-2012,men,90,Olivier Rochus,BEL,31,577,32
03-12-2012,men,91,Ruben Ramirez Hidalgo,ESP,34,577,29
03-12-2012,men,92,Guillaume Rufin,FRA,22,574,27
03-12-2012,men,93,Steve Darcis,BEL,28,571,25
03-12-2012,men,94,Blaz Kavcic,SLO,25,569,29
03-12-2012,men,95,Flavio Cipolla,ITA,29,568,29
03-12-2012,men,96,Albert Montanes,ESP,32,565,26
03-12-2012,men,97,Guido Pella,ARG,22,564,23
03-12-2012,men,98,Tobias Kamke,GER,26,563,29
03-12-2012,men,99,Adrian Ungur,ROU,27,557,28
03-12-2012,men,100,Ivo Karlovic,CRO,33,556,20
10-12-2012,men,1,Novak Djokovic,SRB,25,"12,920",18
10-12-2012,men,2,Roger Federer,SUI,31,"10,265",21
10-12-2012,men,3,Andy Murray,GBR,25,"8,000",20
10-12-2012,men,4,Rafael Nadal,ESP,26,"6,690",18
10-12-2012,men,5,David Ferrer,ESP,30,"6,505",25
10-12-2012,men,6,Tomas Berdych,CZE,27,"4,680",24
10-12-2012,men,7,Juan Martin del Potro,ARG,24,"4,480",23
10-12-2012,men,8,Jo-Wilfried Tsonga,FRA,27,"3,490",26
10-12-2012,men,9,Janko Tipsarevic,SRB,28,"2,990",28
10-12-2012,men,10,Richard Gasquet,FRA,26,"2,515",23
10-12-2012,men,11,Nicolas Almagro,ESP,27,"2,515",27
10-12-2012,men,12,Juan Monaco,ARG,28,"2,430",24
10-12-2012,men,13,Milos Raonic,CAN,21,"2,380",24
10-12-2012,men,14,John Isner,USA,27,"2,215",26
10-12-2012,men,15,Marin Cilic,CRO,24,"2,210",23
10-12-2012,men,16,Gilles Simon,FRA,27,"2,165",27
10-12-2012,men,17,Stan Wawrinka,SUI,27,"1,900",22
10-12-2012,men,18,Alexandr Dolgopolov,UKR,24,"1,855",26
10-12-2012,men,19,Kei Nishikori,JPN,22,"1,830",23
10-12-2012,men,20,Philipp Kohlschreiber,GER,29,"1,770",27
10-12-2012,men,21,Tommy Haas,GER,34,"1,695",21
10-12-2012,men,22,Sam Querrey,USA,25,"1,650",28
10-12-2012,men,23,Andreas Seppi,ITA,28,"1,560",31
10-12-2012,men,24,Fernando Verdasco,ESP,29,"1,490",25
10-12-2012,men,25,Mikhail Youzhny,RUS,30,"1,335",25
10-12-2012,men,26,Jerzy Janowicz,POL,22,"1,299",22
10-12-2012,men,27,Mardy Fish,USA,31,"1,255",20
10-12-2012,men,28,Florian Mayer,GER,29,"1,215",28
10-12-2012,men,29,Jurgen Melzer,AUT,31,"1,177",25
10-12-2012,men,30,Martin Klizan,SVK,23,"1,175",24
10-12-2012,men,31,Radek Stepanek,CZE,34,"1,135",23
10-12-2012,men,32,Jeremy Chardy,FRA,25,"1,131",23
10-12-2012,men,33,Thomaz Bellucci,BRA,24,"1,112",26
10-12-2012,men,34,Marcel Granollers,ESP,26,"1,100",26
10-12-2012,men,35,Julien Benneteau,FRA,30,"1,075",26
10-12-2012,men,36,Marcos Baghdatis,CYP,27,"1,070",25
10-12-2012,men,37,Kevin Anderson,RSA,26,"1,065",27
10-12-2012,men,38,Viktor Troicki,SRB,26,"1,055",29
10-12-2012,men,39,Andy Roddick,USA,30,"1,015",24
10-12-2012,men,40,Feliciano Lopez,ESP,31,"1,005",29
10-12-2012,men,41,Jarkko Nieminen,FIN,31,927,29
10-12-2012,men,42,Pablo Andujar,ESP,26,915,30
10-12-2012,men,43,Denis Istomin,UZB,26,897,33
10-12-2012,men,44,Nikolay Davydenko,RUS,31,885,25
10-12-2012,men,45,Fabio Fognini,ITA,25,880,28
10-12-2012,men,46,David Goffin,BEL,22,868,25
10-12-2012,men,47,Benoit Paire,FRA,23,867,29
10-12-2012,men,48,Grigor Dimitrov,BUL,21,866,21
10-12-2012,men,49,Marinko Matosevic,AUS,27,845,28
10-12-2012,men,50,Albert Ramos-Vinolas,ESP,24,830,30
10-12-2012,men,51,Lukas Lacko,SVK,25,827,25
10-12-2012,men,52,Bernard Tomic,AUS,20,825,27
10-12-2012,men,53,Michael Llodra,FRA,32,823,18
10-12-2012,men,54,Alejandro Falla,COL,29,809,29
10-12-2012,men,55,Grega Zemlja,SLO,26,782,24
10-12-2012,men,56,Robin Haase,NED,25,780,29
10-12-2012,men,57,Santiago Giraldo,COL,25,778,23
10-12-2012,men,58,Paul-Henri Mathieu,FRA,30,763,24
10-12-2012,men,59,Yen-Hsun Lu,TPE,29,759,28
10-12-2012,men,60,Go Soeda,JPN,28,758,28
10-12-2012,men,61,Brian Baker,USA,27,756,23
10-12-2012,men,62,Victor Hanescu,ROU,31,753,26
10-12-2012,men,63,Xavier Malisse,BEL,32,746,27
10-12-2012,men,64,Paolo Lorenzi,ITA,30,744,31
10-12-2012,men,65,Benjamin Becker,GER,31,741,27
10-12-2012,men,66,Carlos Berlocq,ARG,29,720,32
10-12-2012,men,67,Gilles Muller,LUX,29,719,29
10-12-2012,men,68,Igor Sijsling,NED,25,712,23
10-12-2012,men,69,Ryan Harrison,USA,20,710,23
10-12-2012,men,70,Daniel Gimeno-Traver,ESP,27,704,29
10-12-2012,men,71,Leonardo Mayer,ARG,25,702,23
10-12-2012,men,72,Ivan Dodig,CRO,27,695,28
10-12-2012,men,73,Lukas Rosol,CZE,27,679,31
10-12-2012,men,74,Lukasz Kubot,POL,30,675,27
10-12-2012,men,75,Bjorn Phau,GER,33,668,25
10-12-2012,men,76,Guillermo Garcia-Lopez,ESP,29,667,29
10-12-2012,men,77,Gael Monfils,FRA,26,660,22
10-12-2012,men,78,Andrey Kuznetsov,RUS,21,660,23
10-12-2012,men,79,Tatsuma Ito,JPN,24,655,29
10-12-2012,men,80,Roberto Bautista Agut,ESP,24,648,25
10-12-2012,men,81,Evgeny Donskoy,RUS,22,637,27
10-12-2012,men,82,David Nalbandian,ARG,30,635,18
10-12-2012,men,83,Lleyton Hewitt,AUS,31,625,13
10-12-2012,men,84,Simone Bolelli,ITA,27,623,28
10-12-2012,men,85,Horacio Zeballos,ARG,27,615,27
10-12-2012,men,86,Aljaz Bedene,SLO,23,583,22
10-12-2012,men,87,Michael Russell,USA,34,582,29
10-12-2012,men,88,Filippo Volandri,ITA,31,582,33
10-12-2012,men,89,Jurgen Zopp,EST,24,579,22
10-12-2012,men,90,Olivier Rochus,BEL,31,577,32
10-12-2012,men,91,Ruben Ramirez Hidalgo,ESP,34,577,29
10-12-2012,men,92,Guillaume Rufin,FRA,22,574,27
10-12-2012,men,93,Steve Darcis,BEL,28,571,25
10-12-2012,men,94,Blaz Kavcic,SLO,25,569,29
10-12-2012,men,95,Flavio Cipolla,ITA,29,568,29
10-12-2012,men,96,Albert Montanes,ESP,32,565,26
10-12-2012,men,97,Guido Pella,ARG,22,564,23
10-12-2012,men,98,Tobias Kamke,GER,26,563,29
10-12-2012,men,99,Adrian Ungur,ROU,27,557,28
10-12-2012,men,100,Ivo Karlovic,CRO,33,556,20
17-12-2012,men,1,Novak Djokovic,SRB,25,"12,920",18
17-12-2012,men,2,Roger Federer,SUI,31,"10,265",21
17-12-2012,men,3,Andy Murray,GBR,25,"8,000",20
17-12-2012,men,4,Rafael Nadal,ESP,26,"6,690",18
17-12-2012,men,5,David Ferrer,ESP,30,"6,505",25
17-12-2012,men,6,Tomas Berdych,CZE,27,"4,680",24
17-12-2012,men,7,Juan Martin del Potro,ARG,24,"4,480",23
17-12-2012,men,8,Jo-Wilfried Tsonga,FRA,27,"3,490",26
17-12-2012,men,9,Janko Tipsarevic,SRB,28,"2,990",28
17-12-2012,men,10,Richard Gasquet,FRA,26,"2,515",23
17-12-2012,men,11,Nicolas Almagro,ESP,27,"2,515",27
17-12-2012,men,12,Juan Monaco,ARG,28,"2,430",24
17-12-2012,men,13,Milos Raonic,CAN,21,"2,380",24
17-12-2012,men,14,John Isner,USA,27,"2,215",26
17-12-2012,men,15,Marin Cilic,CRO,24,"2,210",23
17-12-2012,men,16,Gilles Simon,FRA,27,"2,165",27
17-12-2012,men,17,Stan Wawrinka,SUI,27,"1,900",22
17-12-2012,men,18,Alexandr Dolgopolov,UKR,24,"1,855",26
17-12-2012,men,19,Kei Nishikori,JPN,22,"1,830",23
17-12-2012,men,20,Philipp Kohlschreiber,GER,29,"1,770",27
17-12-2012,men,21,Tommy Haas,GER,34,"1,695",21
17-12-2012,men,22,Sam Querrey,USA,25,"1,650",28
17-12-2012,men,23,Andreas Seppi,ITA,28,"1,560",31
17-12-2012,men,24,Fernando Verdasco,ESP,29,"1,490",25
17-12-2012,men,25,Mikhail Youzhny,RUS,30,"1,335",25
17-12-2012,men,26,Jerzy Janowicz,POL,22,"1,299",22
17-12-2012,men,27,Mardy Fish,USA,31,"1,255",20
17-12-2012,men,28,Florian Mayer,GER,29,"1,215",28
17-12-2012,men,29,Jurgen Melzer,AUT,31,"1,177",25
17-12-2012,men,30,Martin Klizan,SVK,23,"1,175",24
17-12-2012,men,31,Radek Stepanek,CZE,34,"1,135",23
17-12-2012,men,32,Jeremy Chardy,FRA,25,"1,131",23
17-12-2012,men,33,Thomaz Bellucci,BRA,24,"1,112",26
17-12-2012,men,34,Marcel Granollers,ESP,26,"1,100",26
17-12-2012,men,35,Julien Benneteau,FRA,30,"1,075",26
17-12-2012,men,36,Marcos Baghdatis,CYP,27,"1,070",25
17-12-2012,men,37,Kevin Anderson,RSA,26,"1,065",27
17-12-2012,men,38,Viktor Troicki,SRB,26,"1,055",29
17-12-2012,men,39,Andy Roddick,USA,30,"1,015",24
17-12-2012,men,40,Feliciano Lopez,ESP,31,"1,005",29
17-12-2012,men,41,Jarkko Nieminen,FIN,31,927,29
17-12-2012,men,42,Pablo Andujar,ESP,26,915,30
17-12-2012,men,43,Denis Istomin,UZB,26,897,33
17-12-2012,men,44,Nikolay Davydenko,RUS,31,885,25
17-12-2012,men,45,Fabio Fognini,ITA,25,880,28
17-12-2012,men,46,David Goffin,BEL,22,868,25
17-12-2012,men,47,Benoit Paire,FRA,23,867,29
17-12-2012,men,48,Grigor Dimitrov,BUL,21,866,21
17-12-2012,men,49,Marinko Matosevic,AUS,27,845,28
17-12-2012,men,50,Albert Ramos-Vinolas,ESP,24,830,30
17-12-2012,men,51,Lukas Lacko,SVK,25,827,25
17-12-2012,men,52,Bernard Tomic,AUS,20,825,27
17-12-2012,men,53,Michael Llodra,FRA,32,823,18
17-12-2012,men,54,Alejandro Falla,COL,29,809,29
17-12-2012,men,55,Grega Zemlja,SLO,26,782,24
17-12-2012,men,56,Robin Haase,NED,25,780,29
17-12-2012,men,57,Santiago Giraldo,COL,25,778,23
17-12-2012,men,58,Paul-Henri Mathieu,FRA,30,763,24
17-12-2012,men,59,Yen-Hsun Lu,TPE,29,759,28
17-12-2012,men,60,Go Soeda,JPN,28,758,28
17-12-2012,men,61,Brian Baker,USA,27,756,23
17-12-2012,men,62,Victor Hanescu,ROU,31,753,26
17-12-2012,men,63,Xavier Malisse,BEL,32,746,27
17-12-2012,men,64,Paolo Lorenzi,ITA,31,744,31
17-12-2012,men,65,Benjamin Becker,GER,31,741,27
17-12-2012,men,66,Carlos Berlocq,ARG,29,720,32
17-12-2012,men,67,Gilles Muller,LUX,29,719,29
17-12-2012,men,68,Igor Sijsling,NED,25,712,23
17-12-2012,men,69,Ryan Harrison,USA,20,710,23
17-12-2012,men,70,Daniel Gimeno-Traver,ESP,27,704,29
17-12-2012,men,71,Leonardo Mayer,ARG,25,702,23
17-12-2012,men,72,Ivan Dodig,CRO,27,695,28
17-12-2012,men,73,Lukas Rosol,CZE,27,679,31
17-12-2012,men,74,Lukasz Kubot,POL,30,675,27
17-12-2012,men,75,Bjorn Phau,GER,33,668,25
17-12-2012,men,76,Guillermo Garcia-Lopez,ESP,29,667,29
17-12-2012,men,77,Gael Monfils,FRA,26,660,22
17-12-2012,men,78,Andrey Kuznetsov,RUS,21,660,23
17-12-2012,men,79,Tatsuma Ito,JPN,24,655,29
17-12-2012,men,80,Roberto Bautista Agut,ESP,24,648,25
17-12-2012,men,81,Evgeny Donskoy,RUS,22,637,27
17-12-2012,men,82,David Nalbandian,ARG,30,635,18
17-12-2012,men,83,Lleyton Hewitt,AUS,31,625,13
17-12-2012,men,84,Simone Bolelli,ITA,27,623,28
17-12-2012,men,85,Horacio Zeballos,ARG,27,615,27
17-12-2012,men,86,Aljaz Bedene,SLO,23,583,22
17-12-2012,men,87,Michael Russell,USA,34,582,29
17-12-2012,men,88,Filippo Volandri,ITA,31,582,33
17-12-2012,men,89,Jurgen Zopp,EST,24,579,22
17-12-2012,men,90,Olivier Rochus,BEL,31,577,32
17-12-2012,men,91,Ruben Ramirez Hidalgo,ESP,34,577,29
17-12-2012,men,92,Guillaume Rufin,FRA,22,574,27
17-12-2012,men,93,Steve Darcis,BEL,28,571,25
17-12-2012,men,94,Blaz Kavcic,SLO,25,569,29
17-12-2012,men,95,Flavio Cipolla,ITA,29,568,29
17-12-2012,men,96,Albert Montanes,ESP,32,565,26
17-12-2012,men,97,Guido Pella,ARG,22,564,22
17-12-2012,men,98,Tobias Kamke,GER,26,563,29
17-12-2012,men,99,Adrian Ungur,ROU,27,557,28
17-12-2012,men,100,Ivo Karlovic,CRO,33,556,20
24-12-2012,men,1,Novak Djokovic,SRB,25,"12,920",18
24-12-2012,men,2,Roger Federer,SUI,31,"10,265",21
24-12-2012,men,3,Andy Murray,GBR,25,"8,000",20
24-12-2012,men,4,Rafael Nadal,ESP,26,"6,690",18
24-12-2012,men,5,David Ferrer,ESP,30,"6,505",25
24-12-2012,men,6,Tomas Berdych,CZE,27,"4,680",24
24-12-2012,men,7,Juan Martin del Potro,ARG,24,"4,480",23
24-12-2012,men,8,Jo-Wilfried Tsonga,FRA,27,"3,490",26
24-12-2012,men,9,Janko Tipsarevic,SRB,28,"2,990",28
24-12-2012,men,10,Richard Gasquet,FRA,26,"2,515",23
24-12-2012,men,11,Nicolas Almagro,ESP,27,"2,515",27
24-12-2012,men,12,Juan Monaco,ARG,28,"2,430",24
24-12-2012,men,13,Milos Raonic,CAN,21,"2,380",24
24-12-2012,men,14,John Isner,USA,27,"2,215",26
24-12-2012,men,15,Marin Cilic,CRO,24,"2,210",23
24-12-2012,men,16,Gilles Simon,FRA,27,"2,165",27
24-12-2012,men,17,Stan Wawrinka,SUI,27,"1,900",22
24-12-2012,men,18,Alexandr Dolgopolov,UKR,24,"1,855",26
24-12-2012,men,19,Kei Nishikori,JPN,22,"1,830",23
24-12-2012,men,20,Philipp Kohlschreiber,GER,29,"1,770",27
24-12-2012,men,21,Tommy Haas,GER,34,"1,695",21
24-12-2012,men,22,Sam Querrey,USA,25,"1,650",28
24-12-2012,men,23,Andreas Seppi,ITA,28,"1,560",31
24-12-2012,men,24,Fernando Verdasco,ESP,29,"1,490",25
24-12-2012,men,25,Mikhail Youzhny,RUS,30,"1,335",25
24-12-2012,men,26,Jerzy Janowicz,POL,22,"1,299",22
24-12-2012,men,27,Mardy Fish,USA,31,"1,255",20
24-12-2012,men,28,Florian Mayer,GER,29,"1,215",28
24-12-2012,men,29,Jurgen Melzer,AUT,31,"1,177",25
24-12-2012,men,30,Martin Klizan,SVK,23,"1,175",24
24-12-2012,men,31,Radek Stepanek,CZE,34,"1,135",23
24-12-2012,men,32,Jeremy Chardy,FRA,25,"1,131",23
24-12-2012,men,33,Thomaz Bellucci,BRA,24,"1,112",26
24-12-2012,men,34,Marcel Granollers,ESP,26,"1,100",26
24-12-2012,men,35,Julien Benneteau,FRA,31,"1,075",26
24-12-2012,men,36,Marcos Baghdatis,CYP,27,"1,070",25
24-12-2012,men,37,Kevin Anderson,RSA,26,"1,065",27
24-12-2012,men,38,Viktor Troicki,SRB,26,"1,055",29
24-12-2012,men,39,Andy Roddick,USA,30,"1,015",24
24-12-2012,men,40,Feliciano Lopez,ESP,31,"1,005",29
24-12-2012,men,41,Jarkko Nieminen,FIN,31,927,29
24-12-2012,men,42,Pablo Andujar,ESP,26,915,30
24-12-2012,men,43,Denis Istomin,UZB,26,897,33
24-12-2012,men,44,Nikolay Davydenko,RUS,31,885,25
24-12-2012,men,45,Fabio Fognini,ITA,25,880,28
24-12-2012,men,46,David Goffin,BEL,22,868,25
24-12-2012,men,47,Benoit Paire,FRA,23,867,29
24-12-2012,men,48,Grigor Dimitrov,BUL,21,866,21
24-12-2012,men,49,Marinko Matosevic,AUS,27,845,28
24-12-2012,men,50,Albert Ramos-Vinolas,ESP,24,830,30
24-12-2012,men,51,Lukas Lacko,SVK,25,827,25
24-12-2012,men,52,Bernard Tomic,AUS,20,825,27
24-12-2012,men,53,Michael Llodra,FRA,32,823,18
24-12-2012,men,54,Alejandro Falla,COL,29,809,29
24-12-2012,men,55,Grega Zemlja,SLO,26,782,24
24-12-2012,men,56,Robin Haase,NED,25,780,29
24-12-2012,men,57,Santiago Giraldo,COL,25,778,23
24-12-2012,men,58,Paul-Henri Mathieu,FRA,30,763,24
24-12-2012,men,59,Yen-Hsun Lu,TPE,29,759,28
24-12-2012,men,60,Go Soeda,JPN,28,758,28
24-12-2012,men,61,Brian Baker,USA,27,756,23
24-12-2012,men,62,Victor Hanescu,ROU,31,753,26
24-12-2012,men,63,Xavier Malisse,BEL,32,746,27
24-12-2012,men,64,Paolo Lorenzi,ITA,31,744,31
24-12-2012,men,65,Benjamin Becker,GER,31,741,27
24-12-2012,men,66,Carlos Berlocq,ARG,29,720,32
24-12-2012,men,67,Gilles Muller,LUX,29,719,29
24-12-2012,men,68,Igor Sijsling,NED,25,712,23
24-12-2012,men,69,Ryan Harrison,USA,20,710,23
24-12-2012,men,70,Daniel Gimeno-Traver,ESP,27,704,29
24-12-2012,men,71,Leonardo Mayer,ARG,25,702,23
24-12-2012,men,72,Ivan Dodig,CRO,27,695,28
24-12-2012,men,73,Lukas Rosol,CZE,27,679,31
24-12-2012,men,74,Lukasz Kubot,POL,30,675,27
24-12-2012,men,75,Bjorn Phau,GER,33,668,25
24-12-2012,men,76,Guillermo Garcia-Lopez,ESP,29,667,29
24-12-2012,men,77,Gael Monfils,FRA,26,660,22
24-12-2012,men,78,Andrey Kuznetsov,RUS,21,660,23
24-12-2012,men,79,Tatsuma Ito,JPN,24,655,29
24-12-2012,men,80,Roberto Bautista Agut,ESP,24,648,25
24-12-2012,men,81,Evgeny Donskoy,RUS,22,637,27
24-12-2012,men,82,David Nalbandian,ARG,30,635,18
24-12-2012,men,83,Lleyton Hewitt,AUS,31,625,13
24-12-2012,men,84,Simone Bolelli,ITA,27,623,28
24-12-2012,men,85,Horacio Zeballos,ARG,27,615,27
24-12-2012,men,86,Aljaz Bedene,SLO,23,583,22
24-12-2012,men,87,Michael Russell,USA,34,582,29
24-12-2012,men,88,Filippo Volandri,ITA,31,582,33
24-12-2012,men,89,Jurgen Zopp,EST,24,579,22
24-12-2012,men,90,Olivier Rochus,BEL,31,577,32
24-12-2012,men,91,Ruben Ramirez Hidalgo,ESP,34,577,29
24-12-2012,men,92,Guillaume Rufin,FRA,22,574,27
24-12-2012,men,93,Steve Darcis,BEL,28,571,25
24-12-2012,men,94,Blaz Kavcic,SLO,25,569,29
24-12-2012,men,95,Flavio Cipolla,ITA,29,568,29
24-12-2012,men,96,Albert Montanes,ESP,32,565,26
24-12-2012,men,97,Guido Pella,ARG,22,564,22
24-12-2012,men,98,Tobias Kamke,GER,26,563,29
24-12-2012,men,99,Adrian Ungur,ROU,27,557,28
24-12-2012,men,100,Ivo Karlovic,CRO,33,556,20
31-12-2012,men,1,Novak Djokovic,SRB,25,"12,920",18
31-12-2012,men,2,Roger Federer,SUI,31,"10,265",21
31-12-2012,men,3,Andy Murray,GBR,25,"8,000",20
31-12-2012,men,4,Rafael Nadal,ESP,26,"6,690",18
31-12-2012,men,5,David Ferrer,ESP,30,"6,505",25
31-12-2012,men,6,Tomas Berdych,CZE,27,"4,680",24
31-12-2012,men,7,Juan Martin del Potro,ARG,24,"4,480",23
31-12-2012,men,8,Jo-Wilfried Tsonga,FRA,27,"3,490",26
31-12-2012,men,9,Janko Tipsarevic,SRB,28,"2,990",28
31-12-2012,men,10,Richard Gasquet,FRA,26,"2,515",23
31-12-2012,men,11,Nicolas Almagro,ESP,27,"2,515",27
